epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5205,0.8166,0.8287,70.05,28.0,4.1016,1.0
20,0.4965,0.8167,0.8237,83.2,28.9,3.9914,1.9
30,0.4833,0.8185,0.8269,64.85,29.05,3.9932,2.8
40,0.4749,0.816,0.8201,63.8,29.0,4.2779,3.8
50,0.4632,0.8166,0.8227,62.9,29.05,4.2653,4.7
60,0.4645,0.8141,0.8202,74.7,28.9,4.3983,5.6
70,0.455,0.815,0.8218,75.5,26.25,4.1628,6.5
80,0.4469,0.815,0.819,69.8,27.65,4.3217,7.5
90,0.4434,0.8132,0.818,65.1,29.6,4.5443,8.4
100,0.4418,0.811,0.8137,81.75,30.4,4.4505,9.4
