run,config,image,operation,width_fraction,radius_px,dice,cldice,betti0_err,betti1_err,betti1_signed
A_dice_s0,A_dice,test_090.png,closing,2.0,12,0.55178,0.67088,0,4,4
A_dice_s0,A_dice,test_090.png,bridge_only,0.0,0,0.83736,0.97552,0,6,-6
A_dice_s0,A_dice,test_090.png,bridge_only,0.25,2,0.8316,0.97404,0,4,-4
A_dice_s0,A_dice,test_090.png,bridge_only,0.5,3,0.82839,0.96984,0,4,-4
A_dice_s0,A_dice,test_090.png,bridge_only,0.75,4,0.8244,0.96092,0,5,-5
A_dice_s0,A_dice,test_090.png,bridge_only,1.0,6,0.81708,0.95029,1,5,-5
A_dice_s0,A_dice,test_090.png,bridge_only,1.5,9,0.80208,0.9369,1,5,-5
A_dice_s0,A_dice,test_090.png,bridge_only,2.0,12,0.70057,0.85201,1,3,3
A_dice_s0,A_dice,test_091.png,closing,0.0,0,0.88416,0.98608,0,6,6
A_dice_s0,A_dice,test_091.png,closing,0.25,2,0.87613,0.98694,1,5,-5
A_dice_s0,A_dice,test_091.png,closing,0.5,3,0.8708,0.97239,5,5,-5
A_dice_s0,A_dice,test_091.png,closing,0.75,4,0.86386,0.96806,3,3,-3
A_dice_s0,A_dice,test_091.png,closing,1.0,6,0.85032,0.94936,0,4,-4
A_dice_s0,A_dice,test_091.png,closing,1.5,9,0.82437,0.91073,6,3,-3
A_dice_s0,A_dice,test_091.png,closing,2.0,12,0.78884,0.88784,4,5,-5
A_dice_s0,A_dice,test_091.png,bridge_only,0.0,0,0.88416,0.98608,0,6,6
A_dice_s0,A_dice,test_091.png,bridge_only,0.25,2,0.87634,0.98465,1,6,6
A_dice_s0,A_dice,test_091.png,bridge_only,0.5,3,0.87136,0.9707,5,6,6
A_dice_s0,A_dice,test_091.png,bridge_only,0.75,4,0.86493,0.96594,3,7,7
A_dice_s0,A_dice,test_091.png,bridge_only,1.0,6,0.85193,0.94552,3,5,5
A_dice_s0,A_dice,test_091.png,bridge_only,1.5,9,0.8296,0.9081,7,6,6
A_dice_s0,A_dice,test_091.png,bridge_only,2.0,12,0.80598,0.89149,6,3,3
A_dice_s0,A_dice,test_092.png,closing,0.0,0,0.95062,0.99891,0,0,0
A_dice_s0,A_dice,test_092.png,closing,0.25,2,0.93803,0.98873,2,1,-1
A_dice_s0,A_dice,test_092.png,closing,0.5,3,0.93109,0.97742,2,2,-2
A_dice_s0,A_dice,test_092.png,closing,0.75,4,0.92356,0.9587,1,5,-5
A_dice_s0,A_dice,test_092.png,closing,1.0,6,0.90958,0.95014,1,7,-7
A_dice_s0,A_dice,test_092.png,closing,1.5,9,0.88603,0.93494,2,8,-8
