epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4557,0.8028,0.84,55.65,28.6,4.396,1.3
20,0.4388,0.8003,0.8495,43.85,24.55,3.9901,2.5
30,0.4341,0.8038,0.8463,41.0,27.8,4.4862,3.7
40,0.4257,0.806,0.8494,38.1,26.35,4.3883,4.9
50,0.428,0.8043,0.8519,38.05,24.9,4.0781,6.2
60,0.4254,0.7999,0.8521,39.85,25.25,3.9759,7.4
70,0.4201,0.8001,0.8526,37.15,24.65,4.0896,8.6
80,0.4212,0.7996,0.8522,39.4,25.15,3.9728,9.8
90,0.4212,0.7984,0.8515,41.0,26.3,4.0351,11.1
100,0.4159,0.8006,0.8526,34.2,26.35,4.3429,12.3
