epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.75,0.8187,0.8346,69.65,27.25,3.8474,1.1
20,0.7226,0.8178,0.8334,61.85,24.8,3.8038,2.2
30,0.7143,0.8207,0.8327,69.0,27.45,3.5815,3.3
40,0.7052,0.8192,0.8308,72.25,25.15,3.8404,4.4
50,0.7117,0.8202,0.8338,64.2,25.8,3.5252,5.5
60,0.6994,0.8222,0.8363,61.25,26.05,3.5831,6.6
70,0.6951,0.8225,0.8354,61.35,25.95,3.54,7.7
80,0.6889,0.821,0.8342,60.85,27.05,3.3645,8.8
90,0.6896,0.8217,0.8349,59.7,28.8,3.568,9.9
100,0.6864,0.8211,0.8366,58.8,25.8,3.638,11.0
