epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4537,0.8093,0.8128,63.6,33.15,6.0204,1.5
20,0.4407,0.8245,0.8322,47.35,27.0,4.2825,2.9
30,0.43,0.8229,0.8279,52.3,30.25,4.1292,4.4
40,0.4224,0.826,0.8317,40.35,27.3,4.7561,5.9
50,0.4248,0.8255,0.8333,49.05,23.5,3.748,7.3
60,0.4189,0.8282,0.8342,55.35,25.75,3.7034,8.8
70,0.415,0.8264,0.8345,54.25,25.5,3.9314,10.2
80,0.414,0.8265,0.8342,57.8,25.1,3.4302,11.7
90,0.412,0.8259,0.8304,52.8,26.9,3.9521,13.2
100,0.4044,0.8264,0.8301,64.45,25.7,3.5986,14.6
