epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4656,0.8149,0.8427,53.2,36.6,3.7849,1.2
20,0.4479,0.8147,0.8463,34.2,29.2,4.1404,2.4
30,0.4415,0.8099,0.8533,37.4,29.6,3.4435,3.6
40,0.4374,0.8104,0.8517,37.0,30.8,3.7752,4.8
50,0.4348,0.8122,0.8544,33.6,28.6,3.6155,6.0
60,0.43,0.8086,0.8548,37.0,25.4,3.4092,7.2
70,0.4258,0.8095,0.8557,37.0,28.4,3.4978,8.4
80,0.427,0.8075,0.8603,37.8,23.8,3.1786,9.5
90,0.4285,0.81,0.8586,35.4,27.0,3.192,10.6
100,0.4216,0.809,0.86,34.2,23.8,3.1786,11.7
