run,config,image,operation,width_fraction,radius_px,dice,cldice,betti0_err,betti1_err,betti1_signed
A_dice_s0,A_dice,14_h,bridge_only,1.0,4,0.84549,0.89267,66,9,9
A_dice_s0,A_dice,14_h,bridge_only,1.5,6,0.83743,0.88631,59,14,14
A_dice_s0,A_dice,14_h,bridge_only,2.0,8,0.82222,0.87528,54,17,17
A_dice_s0,A_dice,15_dr,closing,0.0,0,0.73981,0.73682,146,46,46
A_dice_s0,A_dice,15_dr,closing,0.25,1,0.73804,0.73935,139,3,3
A_dice_s0,A_dice,15_dr,closing,0.5,2,0.73506,0.74056,123,6,-6
A_dice_s0,A_dice,15_dr,closing,0.75,3,0.73024,0.73722,106,12,-12
A_dice_s0,A_dice,15_dr,closing,1.0,4,0.72345,0.73659,98,20,-20
A_dice_s0,A_dice,15_dr,closing,1.5,6,0.7057,0.72694,79,23,-23
A_dice_s0,A_dice,15_dr,closing,2.0,8,0.68177,0.71344,66,21,-21
A_dice_s0,A_dice,15_dr,bridge_only,0.0,0,0.73981,0.73682,146,46,46
A_dice_s0,A_dice,15_dr,bridge_only,0.25,1,0.73826,0.73746,140,51,51
A_dice_s0,A_dice,15_dr,bridge_only,0.5,2,0.73596,0.73734,127,53,53
A_dice_s0,A_dice,15_dr,bridge_only,0.75,3,0.73223,0.73457,112,54,54
A_dice_s0,A_dice,15_dr,bridge_only,1.0,4,0.72777,0.73379,106,52,52
A_dice_s0,A_dice,15_dr,bridge_only,1.5,6,0.71253,0.72607,89,52,52
A_dice_s0,A_dice,15_dr,bridge_only,2.0,8,0.69293,0.71658,77,56,56
A_dice_s0,A_dice,15_g,closing,0.0,0,0.7891,0.77696,66,48,-48
A_dice_s0,A_dice,15_g,closing,0.25,1,0.7886,0.77657,62,51,-51
A_dice_s0,A_dice,15_g,closing,0.5,2,0.7878,0.77523,51,51,-51
A_dice_s0,A_dice,15_g,closing,0.75,3,0.78583,0.77252,40,53,-53
A_dice_s0,A_dice,15_g,closing,1.0,4,0.78275,0.77066,29,52,-52
A_dice_s0,A_dice,15_g,closing,1.5,6,0.76836,0.75871,17,49,-49
A_dice_s0,A_dice,15_g,closing,2.0,8,0.74844,0.74641,9,47,-47
A_dice_s0,A_dice,15_g,bridge_only,0.0,0,0.7891,0.77696,66,48,-48
A_dice_s0,A_dice,15_g,bridge_only,0.25,1,0.7887,0.77673,64,48,-48
A_dice_s0,A_dice,15_g,bridge_only,0.5,2,0.78822,0.77629,57,47,-47
A_dice_s0,A_dice,15_g,bridge_only,0.75,3,0.78724,0.77575,51,46,-46
