epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5247,0.8118,0.8192,85.0,33.45,4.6131,0.9
20,0.4983,0.8182,0.8288,66.75,27.1,4.2692,1.8
30,0.4828,0.8151,0.824,72.2,29.2,4.179,2.7
40,0.4684,0.8167,0.8259,77.55,29.25,4.0992,3.6
50,0.4673,0.8143,0.8236,78.45,26.7,4.3036,4.5
60,0.4613,0.8139,0.8221,76.95,27.45,4.3093,5.4
70,0.4505,0.8119,0.8159,84.25,27.15,4.513,6.3
80,0.4494,0.813,0.8189,66.95,28.55,4.4888,7.3
90,0.4442,0.8129,0.8192,75.05,27.55,4.3161,8.2
100,0.4435,0.8128,0.8172,83.85,26.6,4.3661,9.1
