epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4703,0.8186,0.83,78.45,24.75,4.1134,0.9
20,0.4548,0.8161,0.8223,81.05,29.85,4.0396,1.8
30,0.4457,0.8212,0.8306,74.75,25.85,3.7249,2.7
40,0.4418,0.822,0.8344,61.15,26.5,3.8377,3.6
50,0.4398,0.8232,0.8333,60.55,26.75,3.7355,4.5
60,0.4382,0.8209,0.8324,63.95,26.15,3.6075,5.3
70,0.4343,0.8211,0.83,65.5,28.75,3.6069,6.2
80,0.4307,0.8234,0.8331,55.5,27.85,3.9402,7.1
90,0.4356,0.8223,0.8335,56.1,26.05,3.6682,8.0
100,0.4347,0.8222,0.8345,60.2,24.7,3.7875,8.9
