epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.2577,0.9218,0.958,8.1,14.6,2.3467,1.2
20,0.2423,0.9245,0.9604,6.15,10.4,2.0899,2.4
30,0.2359,0.9247,0.9611,7.0,12.1,2.0876,3.6
40,0.2278,0.9285,0.9619,7.55,13.45,2.0027,4.7
50,0.2276,0.9267,0.9625,6.6,11.1,1.9926,5.9
60,0.2189,0.9315,0.9636,6.5,9.3,1.8333,7.1
70,0.2201,0.9292,0.9636,7.3,12.05,1.8767,8.3
80,0.2183,0.9275,0.961,7.25,6.15,2.0212,9.4
90,0.2101,0.9298,0.9647,6.6,8.05,1.8367,10.6
100,0.214,0.9293,0.9633,7.25,11.9,1.8767,11.8
