epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4698,0.8177,0.8285,61.4,28.75,5.1917,7.4
20,0.4561,0.8176,0.8243,70.95,28.75,4.7633,14.8
30,0.4449,0.8186,0.8257,48.65,28.8,5.9856,22.2
40,0.4429,0.8207,0.8281,49.9,30.2,5.2449,29.6
50,0.4352,0.8193,0.8234,62.55,27.8,4.9153,37.0
60,0.4357,0.8235,0.8329,59.5,24.95,4.4269,44.3
70,0.4317,0.8238,0.8292,58.15,27.65,4.5697,51.7
80,0.4282,0.8224,0.827,59.55,28.1,4.531,59.1
90,0.4306,0.8233,0.8309,50.6,27.2,4.5442,67.0
100,0.4249,0.8231,0.8278,49.45,26.6,4.8336,75.6
