epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4697,0.8181,0.8272,60.55,28.55,5.1332,0.9
20,0.4581,0.8152,0.8193,68.55,28.95,5.4687,1.8
30,0.4461,0.8191,0.8245,54.85,29.35,5.577,2.6
40,0.4438,0.8183,0.823,51.85,32.4,5.8667,3.5
50,0.4368,0.8206,0.8271,60.3,28.35,4.7951,4.5
60,0.4349,0.8226,0.8329,58.4,27.9,4.5048,5.5
70,0.4331,0.8233,0.828,63.45,28.65,4.4315,6.5
80,0.4282,0.8223,0.8285,64.5,28.5,4.1623,7.4
90,0.4307,0.8224,0.8323,52.55,25.85,4.3203,8.4
100,0.4262,0.8225,0.8295,50.65,26.45,4.7652,9.3
