epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7512,0.8184,0.8347,62.25,26.85,3.9847,1.1
20,0.7238,0.8183,0.8333,65.4,23.35,3.7761,2.2
30,0.715,0.8205,0.8314,72.05,27.8,3.5886,3.3
40,0.7055,0.8194,0.8328,66.0,25.1,3.6078,4.4
50,0.7115,0.8192,0.8328,69.55,23.9,3.5382,5.4
60,0.6992,0.8222,0.8357,57.15,26.9,3.5911,6.5
70,0.6951,0.8216,0.8358,62.8,25.65,3.4855,7.6
80,0.6897,0.8202,0.8321,67.2,27.15,3.3575,8.7
90,0.689,0.822,0.8357,61.0,28.35,3.545,9.8
100,0.6852,0.8216,0.8366,61.95,25.75,3.6684,10.9
