epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5604,0.8155,0.8273,82.35,26.55,4.0178,1.1
20,0.5403,0.8188,0.8315,66.4,26.8,3.8817,2.2
30,0.5358,0.8213,0.833,63.65,26.95,3.8994,3.3
40,0.5297,0.8225,0.8336,55.75,26.7,4.005,4.4
50,0.5274,0.8211,0.8341,62.1,28.8,3.7028,5.5
60,0.5282,0.8221,0.8309,59.2,28.15,3.8099,6.5
70,0.5297,0.8221,0.8309,57.25,28.05,3.8002,7.6
80,0.5172,0.8224,0.8336,62.8,26.8,3.7145,8.7
90,0.5219,0.8214,0.8296,54.45,29.55,3.8339,9.8
100,0.5194,0.8221,0.8311,61.55,28.55,3.7139,10.9
