epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3894,0.8246,0.8691,62.6,21.6,6.4705,1.2
20,0.3638,0.8333,0.8767,62.0,18.5,5.6008,2.5
30,0.3515,0.8273,0.872,49.3,17.3,6.3894,3.7
40,0.3342,0.8243,0.8703,53.0,18.7,5.7741,4.9
50,0.3411,0.8345,0.8783,43.6,17.9,5.0602,6.1
60,0.3325,0.8302,0.8783,49.0,19.0,4.7459,7.3
70,0.3279,0.832,0.8766,53.5,17.7,5.0569,8.5
80,0.3249,0.8345,0.8777,39.9,16.9,5.0822,9.8
90,0.3231,0.8335,0.8814,41.7,18.9,4.5584,11.0
100,0.3222,0.8289,0.8752,42.7,17.5,5.4632,12.2
