epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4212,0.8147,0.8345,51.15,27.7,4.4811,6.2
20,0.4048,0.8094,0.8341,61.5,25.75,4.3486,12.4
30,0.3913,0.8108,0.8345,55.15,23.95,4.3601,18.6
40,0.381,0.8113,0.8298,60.6,24.3,4.3216,24.8
50,0.3715,0.8085,0.8286,61.1,25.05,4.34,31.0
60,0.3727,0.8126,0.8252,59.4,25.8,4.4754,37.2
70,0.3626,0.8105,0.8288,58.65,26.3,4.3681,43.4
80,0.3594,0.8101,0.8285,54.05,27.0,4.4751,49.6
90,0.3584,0.8129,0.8238,59.1,26.25,4.4003,55.7
100,0.3548,0.809,0.8223,67.15,25.95,4.4897,61.9
