epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4237,0.8131,0.8313,51.15,29.5,4.6158,0.9
20,0.4068,0.8057,0.833,55.65,26.65,4.4634,1.9
30,0.3932,0.8037,0.8418,55.65,24.8,4.2995,2.8
40,0.3797,0.8064,0.8284,61.75,25.85,4.6102,3.7
50,0.3725,0.8063,0.8301,59.35,25.6,4.4606,4.7
60,0.3721,0.8099,0.8264,57.55,23.7,4.8027,5.6
70,0.365,0.8064,0.8282,54.45,26.15,4.6431,6.5
80,0.3605,0.8071,0.8295,56.05,25.65,4.6092,7.5
90,0.3588,0.8098,0.8239,57.25,25.35,4.5805,8.4
100,0.3548,0.8067,0.8236,69.7,26.3,4.6829,9.3
