epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4334,0.8132,0.8203,98.8,32.05,4.2217,4.5
20,0.4117,0.8173,0.825,72.3,27.8,4.2217,9.0
30,0.3995,0.8132,0.8212,85.8,29.95,4.1912,13.5
40,0.3861,0.8174,0.8224,84.55,28.9,4.0417,18.0
50,0.3846,0.815,0.8201,83.0,28.1,4.28,22.4
60,0.38,0.8152,0.8201,86.05,27.65,4.3184,26.9
70,0.3703,0.8116,0.813,88.45,30.15,4.538,31.4
80,0.3669,0.8156,0.8193,75.35,28.5,4.3912,35.9
90,0.3621,0.8117,0.8155,81.45,29.55,4.4392,40.3
100,0.3598,0.8125,0.816,80.45,29.95,4.3344,44.8
