epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4344,0.8134,0.8198,94.85,33.1,4.3335,0.7
20,0.4127,0.8185,0.826,75.9,27.8,4.0823,1.5
30,0.3982,0.8145,0.8216,89.05,29.1,4.2339,2.2
40,0.3844,0.8152,0.8201,86.75,28.25,4.1478,2.9
50,0.3833,0.8154,0.8213,81.5,26.5,4.178,3.6
60,0.3764,0.8141,0.8187,91.05,29.65,4.255,4.3
70,0.3674,0.8129,0.8162,89.3,28.2,4.6677,5.0
80,0.3648,0.8141,0.8176,76.2,27.85,4.4488,5.7
90,0.3616,0.8094,0.8132,82.1,30.55,4.3522,6.4
100,0.3606,0.8079,0.81,112.45,26.4,5.013,7.1
