epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5043,0.8013,0.8126,80.25,36.15,5.7774,2.7
20,0.4874,0.8034,0.8185,70.15,33.25,5.1127,5.5
30,0.4779,0.8065,0.8191,62.85,32.1,4.9985,8.2
40,0.4749,0.8081,0.8165,62.85,33.3,5.2757,10.9
50,0.474,0.8056,0.8133,70.2,37.0,4.9408,13.6
60,0.4649,0.8116,0.8212,63.45,31.65,4.8363,16.3
70,0.4609,0.8091,0.8167,66.95,33.8,4.5188,19.0
80,0.4566,0.8094,0.8227,58.55,31.6,4.5551,21.8
90,0.4569,0.8111,0.8217,57.9,31.45,4.8977,24.6
100,0.453,0.8107,0.822,60.75,31.8,4.6348,27.7
