epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6585,0.8192,0.8262,73.2,35.2,3.5536,0.8
20,0.6428,0.8215,0.8361,85.2,32.0,2.9443,1.6
30,0.6338,0.825,0.8351,56.6,33.8,3.2752,2.4
40,0.6188,0.8234,0.8315,56.8,34.8,3.362,3.2
50,0.618,0.827,0.8399,61.8,30.0,3.0971,3.9
60,0.6205,0.8272,0.8397,57.8,30.6,2.9786,4.7
70,0.6146,0.8261,0.8364,57.0,31.2,3.0995,5.4
80,0.6118,0.8263,0.8397,54.2,31.0,2.8743,6.2
90,0.6098,0.8229,0.8329,60.0,31.8,3.1786,7.0
100,0.6043,0.8241,0.8341,69.8,33.0,2.873,7.7
