epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3533,0.8009,0.8469,84.2,21.7,6.7558,0.8
20,0.314,0.8161,0.8539,57.4,21.3,8.3877,1.6
30,0.294,0.8063,0.8523,56.8,20.3,7.257,2.3
40,0.2826,0.8149,0.8551,74.3,20.1,6.3199,3.1
50,0.2715,0.8089,0.8499,67.7,20.3,7.1456,3.9
60,0.2616,0.8128,0.8516,64.0,20.0,7.1147,4.6
70,0.255,0.8045,0.8431,64.6,21.2,8.1887,5.4
80,0.2497,0.8076,0.8468,69.9,19.6,6.9934,6.2
90,0.2397,0.7999,0.8375,65.1,20.1,8.2938,7.0
100,0.2388,0.8088,0.8476,64.4,19.8,6.5805,7.7
