epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4581,0.8168,0.8273,72.2,29.05,4.127,0.9
20,0.4454,0.8226,0.8305,62.65,28.4,3.6849,1.7
30,0.4379,0.8201,0.8271,60.55,29.75,3.6387,2.6
40,0.4283,0.8255,0.8348,48.1,28.8,3.9886,3.4
50,0.4302,0.8227,0.8328,58.8,24.4,3.6441,4.3
60,0.4229,0.8261,0.8352,51.85,25.85,3.6019,5.1
70,0.4228,0.8243,0.8358,50.2,26.5,3.7429,6.0
80,0.4224,0.8219,0.8326,55.55,27.75,3.5881,6.8
90,0.4184,0.8226,0.83,52.75,27.7,3.8335,7.6
100,0.4143,0.8239,0.8352,53.5,25.25,3.5426,8.5
