epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.463,0.8212,0.8306,65.0,31.0,3.4506,1.4
20,0.4504,0.823,0.8272,57.4,30.8,4.3193,2.8
30,0.4374,0.8247,0.8288,51.4,31.0,4.0291,4.2
40,0.4324,0.8277,0.8327,56.2,26.6,3.8537,5.6
50,0.4293,0.8284,0.8365,42.0,26.0,3.6709,7.0
60,0.4191,0.8255,0.8272,62.4,29.2,3.7879,8.4
70,0.4168,0.8236,0.8297,53.2,28.8,3.6008,9.8
80,0.4124,0.8245,0.8263,71.6,27.0,3.1683,11.5
90,0.4107,0.8263,0.8331,51.8,26.6,3.0995,13.0
100,0.4068,0.8266,0.8358,59.2,24.6,3.0129,14.4
