epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4315,0.8181,0.8284,77.4,34.8,3.842,0.6
20,0.405,0.8223,0.8321,79.0,30.8,3.2454,1.2
30,0.3843,0.8167,0.8206,87.0,32.0,3.7813,1.7
40,0.3694,0.8079,0.8134,74.4,36.6,4.3136,2.3
50,0.3565,0.8176,0.8209,79.0,32.4,3.9987,2.8
60,0.3474,0.8116,0.8134,84.2,32.8,4.1144,3.4
70,0.338,0.8147,0.8137,97.2,31.0,3.87,4.0
80,0.3317,0.8116,0.8117,85.8,32.8,3.9243,4.5
90,0.3237,0.809,0.8107,101.2,31.2,3.7439,5.1
100,0.3205,0.8045,0.8032,103.8,36.8,3.6303,5.6
