image,width_multiple,min_size,dice,cldice,betti0_err,betti1_err
11_dr,0.0,0,0.81695,0.83238,180,47
11_dr,0.21,3,0.81698,0.83282,116,47
11_dr,0.52,8,0.81713,0.83342,88,47
11_dr,1.04,17,0.81739,0.83441,62,47
11_dr,2.08,33,0.81773,0.83525,30,47
11_dr,5.21,83,0.81733,0.83322,5,47
11_dr,10.42,167,0.81604,0.82777,18,47
11_g,0.0,0,0.81359,0.82385,137,61
11_g,0.21,3,0.81361,0.82417,93,61
11_g,0.52,8,0.81369,0.82458,56,61
11_g,1.04,17,0.81375,0.82494,37,61
11_g,2.08,33,0.81373,0.82474,10,61
11_g,5.21,83,0.81363,0.82246,19,61
11_g,10.42,167,0.81275,0.81746,37,61
11_h,0.0,0,0.86373,0.89178,290,5
11_h,0.21,3,0.86389,0.89282,215,5
11_h,0.52,8,0.86431,0.89478,159,5
11_h,1.04,17,0.86515,0.89831,110,5
11_h,2.08,33,0.86633,0.90252,72,5
11_h,5.21,83,0.86888,0.91098,25,5
11_h,10.42,167,0.86904,0.91169,2,5
12_dr,0.0,0,0.76884,0.74872,206,115
12_dr,0.21,3,0.76886,0.74911,132,115
12_dr,0.52,8,0.76892,0.74954,69,115
12_dr,1.04,17,0.76948,0.75118,31,115
12_dr,2.08,33,0.76975,0.75173,1,115
12_dr,5.21,83,0.7701,0.75029,47,115
12_dr,10.42,167,0.76901,0.74449,81,115
12_g,0.0,0,0.81408,0.81718,208,52
12_g,0.21,3,0.81403,0.81718,150,52
12_g,0.52,8,0.81402,0.8173,122,52
12_g,1.04,17,0.81416,0.81775,102,52
12_g,2.08,33,0.81425,0.81795,79,52
12_g,5.21,83,0.81314,0.81343,34,52
12_g,10.42,167,0.81123,0.80464,5,52
12_h,0.0,0,0.87116,0.90013,296,8
12_h,0.21,3,0.87134,0.90138,218,8
12_h,0.52,8,0.87178,0.90375,152,8
12_h,1.04,17,0.87248,0.90685,107,8
12_h,2.08,33,0.87378,0.91223,68,8
12_h,5.21,83,0.8747,0.91564,23,8
12_h,10.42,167,0.87298,0.91037,0,8
13_dr,0.0,0,0.79564,0.76741,210,44
13_dr,0.21,3,0.7957,0.76781,150,44
13_dr,0.52,8,0.79584,0.76836,114,44
13_dr,1.04,17,0.79576,0.76801,87,44
13_dr,2.08,33,0.79581,0.76795,63,44
13_dr,5.21,83,0.79649,0.76445,14,45
13_dr,10.42,167,0.79448,0.7539,14,45
13_g,0.0,0,0.78171,0.80302,220,84
13_g,0.21,3,0.78182,0.80369,157,84
13_g,0.52,8,0.7821,0.80488,104,84
13_g,1.04,17,0.78237,0.80601,71,84
13_g,2.08,33,0.78241,0.80551,44,84
13_g,5.21,83,0.78238,0.80428,15,84
13_g,10.42,167,0.78134,0.80045,5,84
13_h,0.0,0,0.84522,0.87929,299,7
13_h,0.21,3,0.8454,0.88054,211,7
13_h,0.52,8,0.84592,0.88287,149,7
13_h,1.04,17,0.84672,0.88578,114,7
13_h,2.08,33,0.84824,0.89056,85,7
13_h,5.21,83,0.85131,0.89782,40,7
13_h,10.42,167,0.85342,0.90229,7,6
14_dr,0.0,0,0.77328,0.76329,256,122
14_dr,0.21,3,0.77338,0.76402,160,122
14_dr,0.52,8,0.7734,0.76436,93,122
14_dr,1.04,17,0.77369,0.76552,60,122
14_dr,2.08,33,0.7743,0.76649,26,122
14_dr,5.21,83,0.77509,0.76426,25,122
14_dr,10.42,167,0.77381,0.7584,49,122
14_g,0.0,0,0.77,0.77883,261,99
14_g,0.21,3,0.77011,0.77952,198,99
14_g,0.52,8,0.77032,0.78023,146,99
14_g,1.04,17,0.77062,0.78106,111,99
14_g,2.08,33,0.7709,0.78195,85,99
14_g,5.21,83,0.77162,0.782,43,99
14_g,10.42,167,0.76984,0.7754,13,99
14_h,0.0,0,0.84871,0.89205,263,6
14_h,0.21,3,0.84883,0.89296,203,6
14_h,0.52,8,0.84912,0.89447,160,6
14_h,1.04,17,0.84983,0.89746,109,6
14_h,2.08,33,0.85097,0.90105,76,6
14_h,5.21,83,0.85349,0.9085,30,6
14_h,10.42,167,0.8508,0.90205,3,6
15_dr,0.0,0,0.73825,0.72715,450,24
15_dr,0.21,3,0.73852,0.72865,342,24
15_dr,0.52,8,0.73918,0.73093,255,24
15_dr,1.04,17,0.74061,0.73436,185,23
15_dr,2.08,33,0.7427,0.73943,136,23
15_dr,5.21,83,0.74723,0.74492,65,23
15_dr,10.42,167,0.75119,0.74529,24,23
15_g,0.0,0,0.78822,0.7788,156,56
15_g,0.21,3,0.78821,0.77887,129,56
15_g,0.52,8,0.78814,0.77879,99,56
15_g,1.04,17,0.78839,0.77951,84,56
15_g,2.08,33,0.78864,0.78028,60,56
15_g,5.21,83,0.78909,0.77872,17,56
15_g,10.42,167,0.78901,0.77487,8,56
15_h,0.0,0,0.85661,0.90656,198,11
15_h,0.21,3,0.85672,0.9074,144,11
15_h,0.52,8,0.85705,0.90912,106,11
15_h,1.04,17,0.8574,0.91075,85,11
15_h,2.08,33,0.85816,0.91358,67,11
15_h,5.21,83,0.86038,0.92063,27,11
15_h,10.42,167,0.85929,0.91915,7,11
