epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4046,0.9214,0.96,9.1,13.75,2.3342,0.8
20,0.3712,0.9207,0.9589,7.6,11.05,2.4309,1.5
30,0.3601,0.9225,0.9585,6.95,12.6,2.4049,2.3
40,0.3535,0.9223,0.959,7.8,11.6,2.3702,3.0
50,0.3507,0.9231,0.9583,8.35,14.1,2.4811,3.7
60,0.3377,0.9236,0.9603,8.75,14.7,2.2803,4.5
70,0.3364,0.9228,0.9595,8.85,17.0,2.3516,5.2
80,0.3343,0.9205,0.9564,8.9,12.25,2.36,5.9
90,0.3266,0.9229,0.9586,7.75,11.35,2.3434,6.7
100,0.3289,0.9219,0.9551,8.85,19.85,2.6785,7.4
