epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7089,0.8216,0.8322,68.8,26.6,3.567,0.9
20,0.6856,0.8206,0.8294,99.2,29.4,3.0454,1.7
30,0.6821,0.8232,0.837,62.4,28.6,3.0387,2.5
40,0.6666,0.8266,0.8383,57.4,29.0,2.8504,3.3
50,0.6593,0.8276,0.8399,58.8,29.2,2.9689,4.2
60,0.6603,0.8235,0.8377,63.4,29.4,2.8997,5.0
70,0.6555,0.8241,0.8394,62.8,30.0,2.8504,5.8
80,0.6524,0.8271,0.8404,63.2,30.0,2.8258,6.6
90,0.645,0.8255,0.8379,67.4,29.4,2.8258,7.4
100,0.6537,0.8233,0.8388,60.2,33.0,3.0627,8.3
