epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4251,0.8234,0.8325,88.0,33.0,3.3193,1.3
20,0.3747,0.8222,0.8257,82.2,29.8,3.6305,2.6
30,0.3206,0.8157,0.8158,103.6,30.4,4.1046,3.9
40,0.2701,0.8088,0.8076,127.2,29.8,3.8208,5.2
50,0.2386,0.799,0.7924,175.4,30.2,4.3997,6.5
60,0.2184,0.7989,0.7974,149.8,29.4,3.7881,7.7
70,0.2055,0.8047,0.8017,146.0,30.2,3.6105,9.0
80,0.1848,0.8007,0.7964,228.6,29.0,3.5142,10.3
90,0.1762,0.7986,0.7934,176.4,30.6,3.4332,11.6
100,0.172,0.7986,0.7937,191.2,28.0,3.6894,12.9
