epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4652,0.8166,0.8283,85.7,27.2,3.8431,0.9
20,0.4489,0.8189,0.83,77.2,27.7,3.8731,1.8
30,0.446,0.8205,0.8343,66.2,26.2,3.9209,2.7
40,0.4414,0.8229,0.8312,64.0,28.55,3.8938,3.5
50,0.4398,0.8219,0.8341,60.2,29.25,3.7233,4.4
60,0.4394,0.8213,0.8331,58.05,27.1,3.9339,5.3
70,0.4416,0.822,0.83,62.5,29.1,3.7802,6.2
80,0.4319,0.8229,0.8344,67.8,26.6,3.5875,7.1
90,0.4352,0.8222,0.8321,64.75,27.5,3.6811,7.9
100,0.4331,0.8216,0.8308,59.85,29.1,3.7403,8.8
