epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5571,0.8165,0.8288,62.55,29.15,4.3976,1.1
20,0.5465,0.8161,0.8244,60.65,30.5,4.3683,2.2
30,0.5368,0.8186,0.8298,58.75,27.5,3.9925,3.3
40,0.5334,0.8208,0.831,59.35,28.6,3.9979,4.4
50,0.5268,0.8205,0.8343,55.65,25.2,3.9572,5.4
60,0.5286,0.8201,0.8302,57.65,27.95,3.9276,6.5
70,0.5258,0.8203,0.8327,52.1,26.95,3.8443,7.6
80,0.5173,0.8215,0.8341,50.45,27.6,3.9797,8.7
90,0.5172,0.8217,0.8339,61.9,26.75,3.7076,9.8
100,0.5149,0.8227,0.8333,50.0,27.3,3.8582,10.8
