epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4146,0.8296,0.8677,82.3333,4.0,7.6084,0.7
20,0.3784,0.8287,0.8635,95.3333,3.6667,8.7639,1.4
30,0.3702,0.8288,0.8741,54.0,2.3333,6.6754,2.1
40,0.3591,0.8348,0.8732,86.6667,5.6667,5.0248,2.7
50,0.3522,0.8216,0.8683,61.6667,4.3333,7.7101,3.4
60,0.3489,0.8302,0.8622,91.6667,4.3333,8.7454,4.1
70,0.3472,0.8313,0.869,76.3333,4.0,7.6169,4.8
80,0.3399,0.831,0.8595,72.3333,4.0,8.2273,5.5
90,0.3389,0.8257,0.8673,60.6667,6.3333,7.9098,6.1
100,0.3345,0.8271,0.8655,80.3333,6.6667,8.6854,6.8
