epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4815,0.7958,0.8303,208.4667,48.5333,8.8349,1.3
20,0.4601,0.7964,0.8312,180.6667,51.3333,8.0975,2.6
30,0.4567,0.8031,0.8396,137.4667,52.1333,7.7293,3.8
40,0.4549,0.7989,0.8309,195.3333,49.5333,7.401,5.1
50,0.449,0.799,0.8361,185.7333,48.5333,7.5465,6.4
60,0.4427,0.7996,0.8336,182.7333,48.1333,8.1878,7.6
70,0.4428,0.8019,0.8394,152.2667,45.2,7.0906,8.9
80,0.439,0.8028,0.8416,151.4667,47.4,6.8753,10.2
90,0.4384,0.804,0.8411,126.0667,48.0667,7.4136,11.4
100,0.4365,0.8067,0.8392,129.4,48.6667,6.9054,12.7
