epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4298,0.8106,0.8242,58.8,32.1,5.0629,1.2
20,0.4048,0.8086,0.8353,58.15,23.65,4.5479,2.3
30,0.3916,0.8059,0.8319,51.8,28.55,4.7733,3.4
40,0.3796,0.8096,0.835,54.35,26.6,4.3617,4.5
50,0.3773,0.8052,0.8328,52.8,24.7,4.5272,5.6
60,0.3718,0.8055,0.8315,63.55,26.35,4.5228,6.8
70,0.3634,0.8087,0.8239,59.75,28.3,4.7215,7.9
80,0.3611,0.8084,0.8301,60.65,27.35,4.4066,9.0
90,0.3571,0.8077,0.8252,58.75,26.8,4.6146,10.1
100,0.3539,0.8015,0.8245,77.75,26.1,4.8141,11.2
