epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7458,0.8196,0.8342,67.65,25.5,3.9531,1.1
20,0.7283,0.8183,0.83,63.7,27.5,3.8677,2.2
30,0.7203,0.8189,0.832,69.0,27.2,3.5319,3.3
40,0.711,0.8232,0.8334,57.85,28.1,3.7989,4.5
50,0.7026,0.8195,0.8353,59.9,26.65,3.763,5.6
60,0.7085,0.8203,0.833,65.75,27.1,3.5802,6.6
70,0.7018,0.8208,0.8368,52.85,25.45,3.6239,7.7
80,0.6912,0.8219,0.8349,58.65,27.5,3.5384,8.8
90,0.6914,0.823,0.835,61.75,25.65,3.5237,9.9
100,0.6898,0.8219,0.8336,55.95,25.75,3.5533,11.0
