epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4309,0.8156,0.8233,106.3,27.9,4.1112,0.8
20,0.4112,0.8177,0.8231,85.1,25.9,4.1712,1.6
30,0.3997,0.8185,0.8252,77.1,27.75,4.1764,2.3
40,0.3941,0.8181,0.8218,74.5,28.1,4.3962,3.1
50,0.3815,0.8156,0.821,81.45,28.3,4.2288,3.9
60,0.3768,0.8136,0.8196,86.1,29.1,4.3142,4.7
70,0.3718,0.8146,0.818,78.05,27.75,4.0998,5.5
80,0.3659,0.8131,0.8154,77.15,28.65,4.1751,6.2
90,0.3598,0.8126,0.8157,84.0,26.25,4.4038,7.0
100,0.3581,0.8107,0.8132,94.9,28.85,4.4242,7.8
