epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3948,0.8224,0.838,52.0,34.4,3.6571,1.6
20,0.3527,0.8226,0.8317,66.8,29.2,3.2327,3.2
30,0.3077,0.8188,0.819,80.8,32.0,3.334,4.9
40,0.2674,0.8079,0.8024,118.2,33.0,3.4008,6.5
50,0.2307,0.8076,0.8009,126.2,33.6,3.4306,8.1
60,0.2032,0.8087,0.8044,120.8,32.0,3.3839,9.7
70,0.1813,0.8035,0.7984,125.0,35.4,3.5881,11.3
80,0.1777,0.8049,0.8014,120.0,33.4,3.5929,12.9
90,0.1557,0.8066,0.8022,124.4,29.2,3.5665,14.5
100,0.15,0.8074,0.8053,147.6,27.8,3.4804,16.2
