epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.524,0.8158,0.824,76.9,27.1,4.4648,1.0
20,0.4945,0.8149,0.8229,66.7,29.25,4.3288,2.0
30,0.4794,0.8116,0.8213,76.75,30.75,4.2096,3.0
40,0.4726,0.8162,0.8257,60.5,27.35,4.1993,4.0
50,0.463,0.8152,0.8234,74.95,26.5,4.197,5.0
60,0.4589,0.8137,0.821,71.9,27.6,4.3463,6.0
70,0.4515,0.8159,0.8208,67.4,29.0,4.2291,7.0
80,0.4472,0.8149,0.8208,73.35,26.05,4.095,8.0
90,0.4447,0.8103,0.8153,81.75,28.55,4.3164,9.0
100,0.4423,0.8134,0.8163,70.8,26.75,4.3918,10.0
