epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4014,0.8132,0.8237,68.25,32.35,4.4541,1.1
20,0.3706,0.8161,0.8259,64.35,25.25,4.2768,2.2
30,0.3489,0.8148,0.8235,64.15,26.0,4.3686,3.2
40,0.3294,0.8113,0.8086,71.0,27.95,4.2242,4.3
50,0.3088,0.8101,0.8098,81.1,28.1,4.2378,5.4
60,0.2974,0.8075,0.8051,77.85,27.4,4.2694,6.4
70,0.284,0.8059,0.8031,97.4,25.95,4.3693,7.5
80,0.2729,0.8041,0.799,77.25,28.05,4.6346,8.6
90,0.2641,0.8043,0.8011,83.9,25.95,4.4567,9.6
100,0.2624,0.8002,0.7948,95.3,28.1,4.4925,10.7
