epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4162,0.8242,0.8351,76.0,31.0,3.2353,1.3
20,0.3785,0.8209,0.8265,77.8,31.2,3.3172,2.6
30,0.3211,0.8184,0.8214,86.6,32.4,3.411,3.9
40,0.277,0.8065,0.8057,113.8,32.8,3.567,5.2
50,0.2458,0.8034,0.7992,124.4,33.6,3.8025,6.4
60,0.2222,0.8063,0.8022,136.4,33.4,3.4031,7.7
70,0.2018,0.8049,0.7993,148.2,30.6,3.6008,9.0
80,0.1883,0.8065,0.8018,113.6,34.4,3.8173,10.3
90,0.1727,0.8064,0.8021,147.0,30.6,3.6213,11.6
100,0.1637,0.8075,0.8033,150.8,29.2,3.4504,12.9
