epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4988,0.8023,0.8152,236.2,46.3333,8.5906,0.8
20,0.4788,0.8078,0.8205,207.3333,50.9333,8.0408,1.7
30,0.4691,0.8084,0.8182,227.6667,48.7333,8.0531,2.4
40,0.4678,0.8091,0.8182,216.2667,46.4667,7.373,3.1
50,0.4575,0.8092,0.8239,198.3333,45.2667,7.1795,3.9
60,0.451,0.8081,0.8225,201.4,45.1333,7.5762,4.6
70,0.4529,0.8079,0.8217,195.2,47.0667,7.3526,5.3
80,0.4524,0.8095,0.8176,190.0,49.0667,7.6456,6.2
90,0.4474,0.8114,0.8261,189.6,44.0,7.154,7.0
100,0.4478,0.8107,0.8233,177.6,45.8667,7.4927,7.8
