epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4279,0.8176,0.8361,72.0,36.8,3.6881,0.9
20,0.4031,0.8164,0.8425,60.6,32.4,3.3121,1.9
30,0.3879,0.817,0.8414,53.2,31.6,3.692,3.0
40,0.3766,0.8163,0.8421,53.2,32.8,3.5204,4.2
50,0.3738,0.8171,0.8329,59.0,36.2,3.8233,5.3
60,0.3657,0.8185,0.8352,62.0,28.6,3.4916,6.4
70,0.3571,0.8158,0.8308,60.6,33.6,3.8705,7.4
80,0.3478,0.8149,0.8249,62.6,34.8,3.9455,8.5
90,0.3437,0.8162,0.8246,56.8,33.4,4.1853,9.5
100,0.3375,0.8163,0.8183,81.6,30.8,3.4894,10.6
