epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4569,0.804,0.8437,54.7,30.75,4.3285,1.3
20,0.4443,0.8018,0.8429,41.5,30.05,4.7106,2.5
30,0.4363,0.8014,0.8504,46.0,24.4,4.0045,3.7
40,0.433,0.7994,0.8516,38.2,26.55,4.0707,5.0
50,0.4267,0.8005,0.8544,40.85,24.5,3.9547,6.2
60,0.4248,0.801,0.8544,39.0,24.45,4.0218,7.4
70,0.4243,0.798,0.8514,44.05,25.9,4.1072,8.6
80,0.422,0.7985,0.8539,40.95,25.05,3.958,9.8
90,0.4225,0.7977,0.8548,40.5,25.15,3.8731,11.0
100,0.4197,0.7982,0.855,37.45,23.0,4.034,12.2
