epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5631,0.8187,0.8335,59.35,25.45,4.2748,1.1
20,0.5429,0.8178,0.8303,58.9,26.9,4.0491,2.2
30,0.5363,0.8208,0.8325,61.9,26.25,3.9901,3.3
40,0.5289,0.8204,0.8323,61.6,28.85,3.6794,4.3
50,0.5331,0.82,0.8318,60.75,26.3,3.6475,5.4
60,0.523,0.8226,0.8346,52.35,25.6,3.7335,6.5
70,0.5202,0.8242,0.8343,55.35,26.4,3.7159,7.6
80,0.5174,0.8207,0.8314,58.55,26.5,3.5024,8.6
90,0.5163,0.8213,0.8323,56.05,26.4,3.7703,9.7
100,0.5137,0.8225,0.8346,54.45,25.95,3.6994,10.8
