epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6855,0.8173,0.8314,63.9,27.5,4.2852,1.1
20,0.6544,0.8149,0.8201,79.9,24.35,4.4679,2.1
30,0.6316,0.816,0.8233,81.9,26.05,4.2222,3.1
40,0.6204,0.8126,0.8202,81.65,25.1,4.537,4.1
50,0.6041,0.8119,0.8172,93.95,24.3,4.5976,5.2
60,0.5967,0.8132,0.8185,77.1,24.7,4.6306,6.2
70,0.5949,0.8125,0.8188,93.15,24.4,4.5912,7.2
80,0.5883,0.8105,0.8191,85.9,23.95,4.8023,8.3
90,0.5751,0.8119,0.8161,78.45,25.45,4.5704,9.3
100,0.5735,0.8098,0.8144,84.0,27.0,4.5615,10.3
