epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4638,0.8175,0.8264,69.05,30.0,4.172,0.9
20,0.4498,0.8166,0.8291,81.3,26.55,3.9928,1.8
30,0.446,0.8207,0.8295,68.55,27.4,3.7383,2.7
40,0.4389,0.8233,0.8305,62.35,27.35,3.9159,3.6
50,0.4411,0.8236,0.8315,65.0,27.1,3.8689,4.5
60,0.4383,0.8208,0.8323,64.1,26.7,3.7531,5.4
70,0.4342,0.8223,0.8324,61.4,26.0,3.7104,6.3
80,0.4342,0.8218,0.8303,62.85,27.3,3.612,7.2
90,0.435,0.8214,0.8284,65.1,28.2,3.657,8.1
100,0.4295,0.8236,0.8334,54.65,26.75,3.7169,8.9
