epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.516,0.8139,0.8266,78.8,29.85,4.1735,1.0
20,0.498,0.8147,0.8224,73.35,29.55,4.0675,1.9
30,0.4817,0.8174,0.8287,68.5,26.2,4.119,2.8
40,0.4695,0.8154,0.8225,70.8,27.7,4.2537,3.7
50,0.4593,0.8172,0.8253,70.35,26.1,4.2652,4.6
60,0.4586,0.8157,0.8211,70.6,26.6,4.274,5.5
70,0.4526,0.8167,0.8236,69.0,27.7,4.3257,6.4
80,0.4483,0.8151,0.8215,67.95,27.3,4.3941,7.3
90,0.4476,0.8136,0.8177,72.7,26.9,4.2789,8.2
100,0.4436,0.8132,0.8188,74.7,27.65,4.5084,9.1
