epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4298,0.814,0.8267,65.05,32.65,4.5739,8.9
20,0.408,0.8122,0.8294,68.35,28.05,4.4458,16.3
30,0.3974,0.816,0.8302,57.95,29.3,4.2956,25.0
40,0.3889,0.8158,0.8277,58.9,27.05,4.514,34.5
50,0.377,0.8139,0.8259,56.4,30.15,4.5435,48.4
60,0.3751,0.8114,0.826,60.55,28.55,4.5761,59.9
70,0.3682,0.8133,0.8233,66.05,26.55,4.5785,73.2
80,0.3617,0.8128,0.8209,61.05,29.75,4.7687,86.4
90,0.3573,0.8139,0.822,58.55,30.65,4.6325,102.5
100,0.3552,0.8127,0.8175,71.8,29.25,4.5125,116.7
