epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4578,0.8143,0.8267,81.2,27.8,4.5933,1.4
20,0.4413,0.8218,0.8303,45.1,25.65,4.8031,2.9
30,0.4322,0.8245,0.8338,50.5,27.05,3.9142,4.3
40,0.4238,0.8241,0.8333,44.7,26.0,4.4852,5.7
50,0.4228,0.8234,0.8316,53.6,23.1,3.8205,7.1
60,0.4142,0.8261,0.8309,44.35,25.2,4.4717,8.5
70,0.414,0.8242,0.8345,59.05,24.05,3.5812,10.0
80,0.4143,0.8239,0.8364,47.75,23.65,3.5658,11.4
90,0.4107,0.8215,0.8349,50.2,24.0,3.6641,12.8
100,0.4054,0.8221,0.8339,46.5,24.15,3.8996,14.2
