epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4124,0.8157,0.8296,49.65,31.15,4.7634,1.1
20,0.3973,0.8161,0.8284,61.45,27.85,4.2403,2.1
30,0.3827,0.8182,0.8312,50.55,24.95,4.4235,3.2
40,0.3704,0.8132,0.8233,67.0,24.35,4.4188,4.3
50,0.3617,0.8134,0.8258,61.85,25.85,4.5118,5.3
60,0.3608,0.816,0.8209,61.9,26.6,4.6779,6.4
70,0.3539,0.8131,0.8229,60.65,25.5,4.6868,7.4
80,0.349,0.8135,0.8228,56.0,28.25,4.5619,8.4
90,0.3518,0.8133,0.8173,61.05,27.4,4.4854,9.5
100,0.3446,0.813,0.8183,64.25,25.85,4.562,10.5
