epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4268,0.8158,0.8249,77.65,28.15,4.2491,4.6
20,0.4098,0.8152,0.8236,75.8,28.25,4.0833,9.1
30,0.3982,0.8167,0.8256,73.7,27.55,4.3704,13.6
40,0.3876,0.8158,0.8211,82.05,26.75,4.0938,18.1
50,0.3765,0.8151,0.8203,79.7,27.6,4.3177,22.7
60,0.3738,0.8133,0.8131,83.2,30.3,4.6445,27.2
70,0.3696,0.812,0.8163,84.9,27.75,4.3959,31.7
80,0.3639,0.8111,0.8155,73.65,30.15,4.4468,36.2
90,0.3621,0.8098,0.8109,91.2,28.7,4.4727,40.8
100,0.3591,0.8093,0.8113,88.75,29.55,4.2518,45.3
