epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5611,0.8164,0.8285,75.3,26.5,4.1267,1.1
20,0.5408,0.8181,0.831,77.4,27.35,3.8515,2.2
30,0.5356,0.8194,0.8341,65.3,26.95,3.8244,3.3
40,0.5293,0.8211,0.8302,55.9,29.25,4.111,4.3
50,0.5271,0.8218,0.8347,56.15,30.25,3.7554,5.4
60,0.527,0.8218,0.8313,58.8,27.25,3.759,6.5
70,0.529,0.8222,0.8322,57.45,27.35,3.7302,7.5
80,0.5173,0.8229,0.8343,63.05,27.3,3.5767,8.6
90,0.5214,0.8227,0.8312,59.3,28.75,3.7684,9.7
100,0.5196,0.8221,0.8329,55.85,29.55,3.5482,10.7
