epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5927,0.821,0.8322,87.4,33.0,3.0926,0.7
20,0.5544,0.8203,0.8269,99.2,30.8,3.2332,1.4
30,0.5281,0.8143,0.8239,96.6,31.6,3.5071,2.1
40,0.5035,0.8129,0.8185,99.2,34.0,3.5839,2.8
50,0.4986,0.8132,0.8172,109.4,28.0,3.9754,3.5
60,0.4847,0.8131,0.8168,111.0,28.4,3.9114,4.2
70,0.4768,0.8115,0.8165,97.0,28.6,3.9457,4.9
80,0.4671,0.8074,0.8115,82.8,33.8,4.1908,5.6
90,0.4705,0.8083,0.8097,119.6,30.8,3.9704,6.3
100,0.4553,0.8072,0.8092,89.4,31.6,3.9549,7.0
