epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6519,0.8221,0.8362,53.2,31.2,4.0571,1.1
20,0.6274,0.8229,0.8333,64.4,32.6,3.4974,2.2
30,0.6226,0.824,0.8387,55.0,28.2,3.2627,3.3
40,0.6094,0.828,0.8414,49.8,27.8,3.2084,4.4
50,0.6037,0.8276,0.841,50.2,28.2,3.0781,5.5
60,0.6041,0.8251,0.8437,48.4,25.6,2.9073,6.7
70,0.5983,0.8245,0.8386,55.4,29.0,3.0652,7.8
80,0.5962,0.8268,0.8456,48.2,28.4,3.0971,9.0
90,0.5873,0.8267,0.8412,50.8,26.8,2.9786,10.2
100,0.5957,0.8239,0.8407,49.8,32.0,2.8601,11.4
