epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4651,0.8223,0.8318,64.6,30.0,3.6245,0.9
20,0.4513,0.8214,0.8346,56.8,30.4,3.6,1.8
30,0.4408,0.8217,0.8276,61.6,31.6,3.2952,2.7
40,0.4358,0.8247,0.8318,55.4,30.6,3.5517,3.6
50,0.435,0.8247,0.8302,52.2,30.8,3.211,4.5
60,0.4264,0.8273,0.8349,59.2,29.2,2.873,5.3
70,0.42,0.8276,0.8368,54.6,25.8,2.9786,6.1
80,0.4232,0.8245,0.8301,51.8,29.8,3.3345,6.8
90,0.416,0.8273,0.8359,54.0,25.8,3.0129,7.6
100,0.4177,0.8286,0.8376,44.4,28.0,3.3968,8.4
