epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4169,0.8151,0.8283,62.0,33.25,4.4884,6.1
20,0.3963,0.8162,0.8268,64.15,28.4,4.4069,12.2
30,0.3843,0.8166,0.8304,60.65,26.7,4.1491,18.3
40,0.3781,0.8169,0.8246,57.95,28.1,4.51,27.1
50,0.3666,0.8128,0.8241,63.5,29.6,4.4557,36.5
60,0.3641,0.8133,0.8209,61.25,30.35,4.5593,45.9
70,0.3568,0.8155,0.825,60.05,27.15,4.3981,55.6
80,0.3498,0.8129,0.8172,57.15,29.9,4.6034,65.5
90,0.3451,0.8132,0.8205,56.0,27.0,4.5454,75.3
100,0.3422,0.8129,0.8174,70.05,28.5,4.5717,85.1
