epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4187,0.81,0.8209,75.15,36.0,4.7296,1.1
20,0.3948,0.8146,0.8261,74.6,28.85,4.3784,2.1
30,0.3846,0.8174,0.8288,68.45,27.2,4.0814,3.2
40,0.3773,0.8156,0.8255,59.35,28.1,4.4113,4.2
50,0.364,0.8139,0.8217,70.3,28.75,4.4603,5.2
60,0.363,0.8136,0.8244,64.55,26.9,4.4014,6.3
70,0.3564,0.8146,0.8247,66.5,27.0,4.3921,7.3
80,0.3497,0.8122,0.8173,72.25,29.05,4.5378,8.4
90,0.3447,0.8154,0.8223,57.9,28.0,4.4824,9.5
100,0.3432,0.8135,0.8164,70.4,28.95,4.6306,10.5
