image,width_multiple,min_size,dice,cldice,betti0_err,betti1_err
test_071.png,0.0,0,0.76388,0.94726,3,109
test_071.png,0.21,8,0.76387,0.94729,1,109
test_071.png,0.52,19,0.76392,0.94753,0,109
test_071.png,1.04,37,0.76392,0.94753,0,109
test_071.png,2.08,75,0.76392,0.94753,0,109
test_071.png,5.21,188,0.76392,0.94753,0,109
test_071.png,10.42,375,0.76392,0.94753,0,109
test_072.png,0.0,0,0.88244,0.94611,14,199
test_072.png,0.21,8,0.88254,0.94687,7,199
test_072.png,0.52,19,0.88268,0.94758,4,199
test_072.png,1.04,37,0.8829,0.9486,2,199
test_072.png,2.08,75,0.8829,0.9486,2,199
test_072.png,5.21,188,0.88406,0.95079,0,199
test_072.png,10.42,375,0.88406,0.95079,0,199
test_073.png,0.0,0,0.90865,0.9693,7,39
test_073.png,0.21,8,0.90871,0.96956,2,39
test_073.png,0.52,19,0.90876,0.96965,1,39
test_073.png,1.04,37,0.90876,0.96965,1,39
test_073.png,2.08,75,0.90876,0.96965,1,39
test_073.png,5.21,188,0.90876,0.96965,1,39
test_073.png,10.42,375,0.90876,0.96965,1,39
test_074.png,0.0,0,0.96937,0.99566,2,3
test_074.png,0.21,8,0.96938,0.99573,1,3
test_074.png,0.52,19,0.96943,0.99603,0,3
test_074.png,1.04,37,0.96943,0.99603,0,3
test_074.png,2.08,75,0.96943,0.99603,0,3
test_074.png,5.21,188,0.96943,0.99603,0,3
test_074.png,10.42,375,0.96943,0.99603,0,3
test_075.png,0.0,0,0.89377,0.99109,3,3
test_075.png,0.21,8,0.89378,0.9912,2,3
test_075.png,0.52,19,0.89384,0.99159,1,3
test_075.png,1.04,37,0.89396,0.99219,0,3
test_075.png,2.08,75,0.89396,0.99219,0,3
test_075.png,5.21,188,0.89396,0.99219,0,3
test_075.png,10.42,375,0.89396,0.99219,0,3
test_076.png,0.0,0,0.92843,0.99667,1,1
test_076.png,0.21,8,0.92843,0.99667,1,1
test_076.png,0.52,19,0.92851,0.99699,0,1
test_076.png,1.04,37,0.92851,0.99699,0,1
test_076.png,2.08,75,0.92851,0.99699,0,1
test_076.png,5.21,188,0.92851,0.99699,0,1
test_076.png,10.42,375,0.92851,0.99699,0,1
test_077.png,0.0,0,0.89862,0.99756,1,2
test_077.png,0.21,8,0.89862,0.9976,0,2
test_077.png,0.52,19,0.89862,0.9976,0,2
test_077.png,1.04,37,0.89862,0.9976,0,2
test_077.png,2.08,75,0.89862,0.9976,0,2
test_077.png,5.21,188,0.89862,0.9976,0,2
test_077.png,10.42,375,0.89862,0.9976,0,2
test_078.png,0.0,0,0.73889,0.93906,8,3
test_078.png,0.21,8,0.73895,0.93943,5,3
test_078.png,0.52,19,0.73903,0.93977,3,3
test_078.png,1.04,37,0.73916,0.93993,2,3
test_078.png,2.08,75,0.73981,0.94098,0,3
