epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.469,0.8156,0.8256,79.95,27.75,4.2465,0.9
20,0.4554,0.8214,0.832,67.2,27.2,4.0055,1.8
30,0.4485,0.8193,0.8257,74.2,28.85,3.7844,2.7
40,0.4393,0.8224,0.831,64.7,29.75,4.1772,3.6
50,0.442,0.8191,0.8313,67.2,25.7,3.6993,4.4
60,0.4364,0.822,0.8306,67.9,26.1,3.6744,5.3
70,0.4369,0.8223,0.8353,67.3,27.35,3.6803,6.2
80,0.4367,0.8219,0.8312,66.1,30.4,3.7672,7.1
90,0.4324,0.8217,0.8312,58.35,27.6,3.9174,8.0
100,0.4297,0.8223,0.831,69.25,27.05,3.7276,8.9
