epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.2264,0.9263,0.9516,15.2,23.1,2.0732,0.8
20,0.205,0.9212,0.9494,14.8,16.15,2.3759,1.6
30,0.1917,0.9234,0.9495,16.4,21.9,2.5162,2.3
40,0.1844,0.9237,0.9498,18.95,14.65,2.1948,3.1
50,0.1778,0.9255,0.951,16.0,14.95,2.1005,3.8
60,0.17,0.925,0.9504,15.0,16.7,2.3582,4.6
70,0.168,0.9245,0.9475,21.3,19.15,2.4773,5.4
80,0.1663,0.924,0.9468,18.65,17.9,2.4074,6.1
90,0.1646,0.9262,0.9508,16.1,16.85,2.1651,6.9
100,0.1591,0.9276,0.9509,18.55,14.05,2.1908,7.7
