epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4284,0.8165,0.8276,85.25,29.8,4.1429,0.7
20,0.411,0.8142,0.8232,81.95,29.25,4.0314,1.4
30,0.3991,0.8182,0.8258,77.25,26.25,4.1576,2.1
40,0.3869,0.8142,0.8184,80.7,28.1,4.205,2.8
50,0.3764,0.8136,0.8212,76.8,28.55,4.5963,3.5
60,0.3757,0.8136,0.8156,76.6,30.25,4.4467,4.3
70,0.3692,0.8135,0.8183,75.65,29.75,4.317,5.0
80,0.3643,0.8113,0.8137,75.65,29.8,4.3202,5.7
90,0.3606,0.81,0.8113,85.9,30.7,4.4633,6.4
100,0.3583,0.8105,0.8127,88.95,30.1,4.5638,7.1
