epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6931,0.8186,0.8294,60.0,24.45,4.1046,1.1
20,0.6555,0.8152,0.8262,70.35,25.7,3.9919,2.1
30,0.6312,0.8112,0.8205,78.6,26.2,4.2478,3.1
40,0.618,0.8138,0.8242,71.4,25.85,4.3908,4.1
50,0.6056,0.8148,0.8213,79.25,25.9,4.1928,5.2
60,0.5991,0.8068,0.815,91.15,23.35,5.0005,6.2
70,0.5874,0.814,0.821,75.0,25.05,4.4531,7.2
80,0.5818,0.8098,0.8165,84.0,26.25,4.565,8.3
90,0.5785,0.8076,0.8115,98.45,25.75,5.0057,9.3
100,0.5769,0.8103,0.8132,87.9,27.1,4.6446,10.3
