epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4248,0.8159,0.8284,54.05,30.75,4.8527,1.0
20,0.4087,0.8141,0.827,65.6,27.1,4.2831,2.0
30,0.3949,0.8147,0.8312,55.5,25.55,4.4572,3.0
40,0.3838,0.8152,0.8258,60.75,25.9,4.2082,4.0
50,0.3744,0.8125,0.8268,56.4,28.25,4.5619,5.0
60,0.3723,0.8145,0.82,61.7,28.0,4.5936,5.9
70,0.3654,0.8146,0.824,61.55,24.7,4.3205,6.8
80,0.3618,0.8135,0.8259,57.0,26.75,4.3867,7.8
90,0.3587,0.8127,0.8188,68.9,25.6,4.2132,8.7
100,0.3566,0.8132,0.8205,64.05,26.65,4.3401,9.7
