epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4252,0.8158,0.8298,49.1,31.95,4.7122,7.7
20,0.4106,0.8154,0.8303,50.65,25.7,4.3506,15.4
30,0.3945,0.816,0.8322,48.9,26.9,4.2495,23.1
40,0.3824,0.8145,0.8258,52.5,29.45,4.3932,30.8
50,0.3737,0.8158,0.8265,60.85,27.25,4.3537,38.5
60,0.3725,0.815,0.8204,57.05,30.7,4.6142,46.2
70,0.3648,0.8125,0.8201,60.9,29.85,4.4489,53.9
80,0.3593,0.8132,0.8225,58.2,29.6,4.4286,61.6
90,0.3593,0.8142,0.8179,62.0,27.3,4.333,69.3
100,0.357,0.8115,0.8153,65.35,29.75,4.3497,77.0
